Date,Game,Team,Side,Market,ML,Book,Model_Prob,Market_Prob,Edge_Pct,Model_Line,Market_Line,SP_Score,LU_Score,Park_Factor,Ump_K,Result,F5_Score,Taken,logged_at,Model_Prob_Cal,Edge_Cal,Closing_ML,Closing_Line,CLV_Pct
04/25/2026,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,Arizona Diamondbacks Under 3.5,F5 Team Total,105.0,DraftKings,75.6,48.8,26.8,2.25,3.5,50.0,,1.0,0.0,LOSS,1-4,False,unknown,,,,,
04/25/2026,San Diego Padres @ Arizona Diamondbacks,San Diego Padres,San Diego Padres Under 3.5,F5 Team Total,100.0,DraftKings,75.6,50.0,25.6,2.25,3.5,50.0,,1.0,0.0,WIN,1-4,False,unknown,,,,,
04/25/2026,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,Home -0.5,F5 Spread,-105.0,Caesars,60.6,51.2,9.4,-0.2,-0.5,50.0,,1.0,0.0,WIN,1-4,False,unknown,,,,,
04/25/2026,Seattle Mariners @ St. Louis Cardinals,Seattle Mariners,Away -0.5,F5 Spread,-110.0,BetMGM,63.5,52.4,11.2,0.4,-0.5,65.1,39.0,0.95,0.012,LOSS,6-7,False,unknown,,,,,
04/25/2026,Seattle Mariners @ St. Louis Cardinals,Seattle Mariners,Away,F5 ML,-155.0,BetMGM,62.7,60.8,1.9,,,65.1,39.0,0.95,0.012,LOSS,6-7,False,unknown,,,,,
04/25/2026,Seattle Mariners @ St. Louis Cardinals,Seattle Mariners,Seattle Mariners Under 2.5,F5 Team Total,-145.0,DraftKings,62.2,59.2,3.0,1.94,2.5,65.1,39.0,0.95,0.012,LOSS,6-7,False,unknown,,,,,
04/25/2026,Washington Nationals @ Chicago White Sox,Chicago White Sox,Chicago White Sox Under 2.5,F5 Team Total,-135.0,DraftKings,63.5,57.4,6.0,1.88,2.5,54.9,36.1,0.96,0.08,WIN,2-0,False,unknown,,,,,
04/25/2026,Washington Nationals @ Chicago White Sox,Washington Nationals,Washington Nationals Over 1.5,F5 Team Total,-140.0,DraftKings,61.2,58.3,2.8,2.01,1.5,50.0,44.4,0.96,0.08,WIN,2-0,False,unknown,,,,,
04/25/2026,Washington Nationals @ Chicago White Sox,Washington Nationals/Chicago White Sox,Under 4.5,F5 Total,-108.0,FanDuel,60.5,51.9,8.5,3.89,4.5,48.95,40.25,0.96,0.08,WIN,2-0,False,unknown,,,,,
04/25/2026,Washington Nationals @ Chicago White Sox,Chicago White Sox,Home -0.5,F5 Spread,-105.0,BetMGM,60.1,51.2,8.9,-0.17,-0.5,54.9,36.1,0.96,0.08,LOSS,2-0,False,unknown,,,,,
04/26/2026,Philadelphia Phillies @ Atlanta Braves,NRFI,NRFI,NRFI/YRFI,-115.0,est.,63.8,53.5,10.3,,,58.4,35.0,1.01,0.003,LOSS,0-6,False,unknown,,,,,
04/26/2026,San Diego Padres @ Arizona Diamondbacks,Under,Under,F5 Total,-125.0,betmgm,96.1,55.6,40.5,4.45,8.5,52.6,50.0,1.0,0.0,WIN,6-1,False,unknown,,,,,
04/27/2026,Miami Marlins @ Los Angeles Dodgers,Los Angeles Dodgers,Home,F5 Spread,-110.0,fanduel,81.4,52.4,29.0,-1.2,1.2,60.2,50.0,0.98,0.0,LOSS,4-2,False,unknown,,,,,
04/28/2026,Miami Marlins @ Los Angeles Dodgers,Los Angeles Dodgers,Home,F5 Spread,118.0,betmgm,82.6,45.9,36.7,-1.2,1.2,45.2,50.0,0.98,0.0,LOSS,2-0,False,unknown,,,,,
04/29/2026,Arizona Diamondbacks @ Milwaukee Brewers,Milwaukee Brewers,Home,F5 ML,-118.0,FanDuel,68.2,54.1,14.1,,,64.5,44.5,1.0,0.034,LOSS,4-2,False,unknown,,,,,
04/29/2026,Arizona Diamondbacks @ Milwaukee Brewers,Milwaukee Brewers,Home -0.5,F5 Spread,118.0,FanDuel,68.1,45.9,22.2,-0.72,-0.5,64.5,44.5,1.0,0.034,LOSS,4-2,False,unknown,,,,,
04/29/2026,Boston Red Sox @ Toronto Blue Jays,Toronto Blue Jays,Home,F5 ML,-120.0,draftkings,95.0,54.5,40.5,,,47.9,39.1,1.01,0.04,WIN,1-7,False,unknown,,,,,
04/29/2026,Boston Red Sox @ Toronto Blue Jays,Toronto Blue Jays,Home,F5 Spread,110.0,betmgm,86.6,47.6,39.0,-0.5,0.5,45.6,39.1,1.01,0.04,WIN,1-7,False,unknown,,,,,
04/29/2026,Colorado Rockies @ Cincinnati Reds,Colorado Rockies/Cincinnati Reds,Under 5.5,F5 Total,-110.0,FanDuel,67.4,52.4,15.1,4.46,5.5,50.0,39.9,1.0,-0.061,WIN,5-0,False,unknown,,,,,
04/29/2026,Colorado Rockies @ Cincinnati Reds,Cincinnati Reds,Home -0.5,F5 Spread,105.0,BetMGM,67.2,48.8,18.4,-0.66,-0.5,50.0,63.6,1.0,-0.061,LOSS,5-0,False,unknown,,,,,
04/29/2026,Colorado Rockies @ Cincinnati Reds,Cincinnati Reds,Home,F5 ML,-125.0,BetMGM,65.5,55.6,10.0,,,50.0,63.6,1.0,-0.061,LOSS,5-0,False,unknown,,,,,
04/29/2026,Colorado Rockies @ Cincinnati Reds,Colorado Rockies,Colorado Rockies Under 2.5,F5 Team Total,-125.0,DraftKings,63.9,55.6,8.3,1.86,2.5,50.0,16.2,1.0,-0.061,LOSS,5-0,False,unknown,,,,,
04/29/2026,Detroit Tigers @ Atlanta Braves,Atlanta Braves,Atlanta Braves Over 1.5,F5 Team Total,-110.0,DraftKings,66.0,52.4,13.6,2.24,1.5,50.0,53.2,1.01,0.038,WIN,3-2,False,unknown,,,,,
04/29/2026,Detroit Tigers @ Atlanta Braves,Detroit Tigers,Away -0.5,F5 Spread,-120.0,BetMGM,60.7,54.5,6.2,0.21,-0.5,50.0,48.5,1.01,0.038,WIN,3-2,False,unknown,,,,,
04/29/2026,Kansas City Royals @ Athletics,Kansas City Royals/Athletics,Under 5.5,F5 Total,-110.0,FanDuel,73.3,52.4,20.9,4.07,5.5,51.8,23.25,0.94,0.02,WIN,1-4,False,unknown,,,,,
04/29/2026,Kansas City Royals @ Athletics,Kansas City Royals,NRFI — Kansas City Royals @ Athletics,NRFI/YRFI,-115.0,est.,61.2,53.5,7.8,,,51.8,23.25,0.94,0.02,LOSS,1-4,False,unknown,,,,,
04/29/2026,Kansas City Royals @ Athletics,Kansas City Royals,Kansas City Royals Under 2.5,F5 Team Total,-130.0,DraftKings,60.7,56.5,4.2,2.01,2.5,50.0,23.4,0.94,0.02,WIN,1-4,False,unknown,,,,,
04/29/2026,Miami Marlins @ Los Angeles Dodgers,Los Angeles Dodgers,Home,F5 ML,-215.0,draftkings,84.6,68.3,16.3,,,62.59999999999999,56.2,0.98,0.077,LOSS,2-1,False,unknown,,,,,
04/29/2026,Miami Marlins @ Los Angeles Dodgers,Los Angeles Dodgers,Home,F5 Spread,105.0,betmgm,88.9,48.8,40.1,-1.0,1.0,49.1,56.2,0.98,0.077,LOSS,2-1,False,unknown,,,,,
04/29/2026,New York Yankees @ Texas Rangers,Over,Over,F5 Total,122.0,fanduel,92.7,45.0,47.6,4.84,1.5,45.4,39.4,1.08,0.052,WIN,0-2,False,unknown,,,,,
04/29/2026,San Francisco Giants @ Philadelphia Phillies,NRFI,NRFI,NRFI/YRFI,-115.0,est.,63.6,53.5,10.2,,,55.8,30.9,0.99,0.005,WIN,0-0,False,unknown,,,,,
04/29/2026,San Francisco Giants @ Philadelphia Phillies,San Francisco Giants,San Francisco Giants Over 1.5,F5 Team Total,115.0,TheScore,64.7,46.5,18.2,2.18,1.5,56.2,25.0,1.12,0.031,LOSS,0-0,False,unknown,,,,,
04/29/2026,San Francisco Giants @ Philadelphia Phillies,San Francisco Giants/Philadelphia Phillies,Over 3.5,F5 Total,-120.0,FanDuel,62.6,54.5,8.1,4.24,3.5,51.25,27.7,1.12,0.031,LOSS,0-0,False,unknown,,,,,
04/29/2026,San Francisco Giants @ Philadelphia Phillies,Philadelphia Phillies,Philadelphia Phillies Over 1.5,F5 Team Total,-140.0,TheScore,62.2,58.3,3.9,2.06,1.5,50.0,30.4,1.12,0.031,LOSS,0-0,False,unknown,,,,,
04/29/2026,San Francisco Giants @ Philadelphia Phillies,San Francisco Giants,YRFI — San Francisco Giants @ Philadelphia Phillies,NRFI/YRFI,-105.0,est.,62.2,51.2,11.0,,,51.25,27.7,1.12,0.031,LOSS,0-0,False,unknown,,,,,
04/29/2026,San Francisco Giants @ Philadelphia Phillies,Philadelphia Phillies,Home -0.5,F5 Spread,-106.0,FanDuel,61.3,51.5,9.9,-0.25,-0.5,50.0,30.4,1.12,0.031,WIN,0-0,False,unknown,,,,,
04/29/2026,St. Louis Cardinals @ Pittsburgh Pirates,Pittsburgh Pirates,Pittsburgh Pirates Under 2.5,F5 Team Total,-145.0,DraftKings,63.5,59.2,4.3,1.88,2.5,54.9,36.1,0.96,0.08,WIN,3-1,False,unknown,,,,,
04/29/2026,St. Louis Cardinals @ Pittsburgh Pirates,St. Louis Cardinals,St. Louis Cardinals Over 1.5,F5 Team Total,-150.0,TheScore,61.2,60.0,1.2,2.01,1.5,50.0,44.4,0.96,0.08,WIN,3-1,False,unknown,,,,,
04/29/2026,St. Louis Cardinals @ Pittsburgh Pirates,St. Louis Cardinals/Pittsburgh Pirates,Under 4.5,F5 Total,-108.0,FanDuel,60.5,51.9,8.5,3.89,4.5,48.95,40.25,0.96,0.08,WIN,3-1,False,unknown,,,,,
04/29/2026,Washington Nationals @ New York Mets,Washington Nationals,Washington Nationals Over 1.5,F5 Team Total,100.0,DraftKings,61.2,50.0,11.2,2.01,1.5,50.0,44.4,0.96,0.08,WIN,9-2,False,unknown,,,,,
04/30/2026,St. Louis Cardinals @ Pittsburgh Pirates,Pittsburgh Pirates,Home,F5 Spread,122.0,fanduel,80.9,45.0,35.9,-1.0,1.0,54.3,50.0,0.96,0.0,LOSS,5-3,False,unknown,,,,,
05/01/2026,Arizona Diamondbacks @ Chicago Cubs,Over,Over,F5 Total,-122.0,fanduel,79.7,55.0,24.7,5.41,3.5,46.2,49.2,1.06,0.003,WIN,1-6,False,unknown,,,,,
05/02/2026,Arizona Diamondbacks @ Chicago Cubs,Chicago Cubs,Home -0.5,F5 Spread,-110.0,BetMGM,67.6,52.4,15.2,-0.69,-0.5,64.5,44.5,1.0,0.034,WIN,0-1,False,unknown,,,,,
05/02/2026,Arizona Diamondbacks @ Chicago Cubs,Chicago Cubs,Home,F5 ML,-160.0,BetMGM,67.0,61.5,5.4,,,64.5,44.5,1.0,0.034,WIN,0-1,False,unknown,,,,,
05/02/2026,Atlanta Braves @ Colorado Rockies,Atlanta Braves,Away -0.8,F5 Spread,105.0,BetMGM,67.8,48.8,19.0,0.37,-0.8333333333333334,50.0,,1.0,0.0,WIN,8-1,False,unknown,,,,,
05/02/2026,Atlanta Braves @ Colorado Rockies,Colorado Rockies,Colorado Rockies Over 1.5,F5 Team Total,-135.0,DraftKings,66.1,57.4,8.7,2.25,1.5,50.0,,1.0,0.0,LOSS,8-1,False,unknown,,,,,
05/02/2026,Atlanta Braves @ Colorado Rockies,Atlanta Braves,Away,F5 ML,-200.0,Caesars,64.3,66.7,-2.4,,,50.0,,1.0,0.0,WIN,8-1,False,unknown,,,,,
05/02/2026,Baltimore Orioles @ New York Yankees,New York Yankees,New York Yankees Under 2.5,F5 Team Total,-125.0,DraftKings,63.9,55.6,8.3,1.86,2.5,56.2,27.1,1.0,0.044,LOSS,1-6,False,unknown,,,,,
05/02/2026,Baltimore Orioles @ New York Yankees,Baltimore Orioles/New York Yankees,Under 4.5,F5 Total,-105.0,Caesars,62.5,51.2,11.2,3.77,4.5,49.4,28.75,1.0,0.044,LOSS,1-6,False,unknown,,,,,
05/02/2026,Baltimore Orioles @ New York Yankees,New York Yankees,Home -0.5,F5 Spread,-110.0,FanDuel,62.2,52.4,9.8,-0.31,-0.5,56.2,27.1,1.0,0.044,WIN,1-6,False,unknown,,,,,
05/02/2026,Chicago White Sox @ San Diego Padres,San Diego Padres,San Diego Padres Under 2.5,F5 Team Total,-120.0,TheScore,63.5,54.5,8.9,1.88,2.5,48.3,49.8,0.95,0.012,WIN,0-0,False,unknown,,,,,
05/02/2026,Chicago White Sox @ San Diego Padres,Chicago White Sox/San Diego Padres,Under 4.5,F5 Total,-118.0,BetMGM,61.6,54.1,7.5,3.82,4.5,60.75,44.4,0.95,0.012,WIN,0-0,False,unknown,,,,,
05/02/2026,Chicago White Sox @ San Diego Padres,San Diego Padres,Home -0.5,F5 Spread,-120.0,FanDuel,60.7,54.5,6.2,-0.21,-0.5,48.3,49.8,0.95,0.012,WIN,0-0,False,unknown,,,,,
05/02/2026,Cincinnati Reds @ Pittsburgh Pirates,Pittsburgh Pirates,Pittsburgh Pirates Under 2.5,F5 Team Total,-140.0,DraftKings,63.5,58.3,5.1,1.88,2.5,54.9,36.1,0.96,0.08,LOSS,4-15,False,unknown,,,,,
05/02/2026,Cincinnati Reds @ Pittsburgh Pirates,Cincinnati Reds,Cincinnati Reds Over 1.5,F5 Team Total,-130.0,TheScore,61.2,56.5,4.6,2.01,1.5,50.0,44.4,0.96,0.08,WIN,4-15,False,unknown,,,,,
05/02/2026,Cincinnati Reds @ Pittsburgh Pirates,Cincinnati Reds/Pittsburgh Pirates,Under 4.5,F5 Total,-105.0,Caesars,60.5,51.2,9.2,3.89,4.5,48.95,40.25,0.96,0.08,LOSS,4-15,False,unknown,,,,,
05/02/2026,Cleveland Guardians @ Athletics,Cleveland Guardians/Athletics,Under 5.7,F5 Total,100.0,FanDuel,83.6,50.0,33.6,3.45,5.7,55.0,30.55,0.97,0.004,LOSS,5-4,False,unknown,,,,,
05/02/2026,Cleveland Guardians @ Athletics,Cleveland Guardians,Cleveland Guardians Under 2.5,F5 Team Total,-125.0,DraftKings,67.2,55.6,11.6,1.7,2.5,50.0,31.7,0.97,0.004,LOSS,5-4,False,unknown,,,,,
05/02/2026,Cleveland Guardians @ Athletics,Athletics,Athletics Under 2.5,F5 Team Total,114.0,DraftKings,66.1,46.7,19.4,1.75,2.5,54.5,29.4,0.97,0.004,LOSS,5-4,False,unknown,,,,,
05/02/2026,Cleveland Guardians @ Athletics,Athletics,Home -0.5,F5 Spread,-106.0,FanDuel,62.4,51.5,10.9,-0.32,-0.5,54.5,29.4,0.97,0.004,LOSS,5-4,False,unknown,,,,,
05/02/2026,Houston Astros @ Boston Red Sox,Boston Red Sox,Home -0.5,F5 Spread,108.0,FanDuel,60.3,48.1,12.2,-0.18,-0.5,50.0,,1.0,0.0,LOSS,6-1,False,unknown,,,,,
05/02/2026,Kansas City Royals @ Seattle Mariners,Seattle Mariners,Seattle Mariners Over 1.5,F5 Team Total,-160.0,TheScore,62.2,61.5,0.7,2.06,1.5,54.1,23.1,0.94,0.02,WIN,1-2,False,unknown,,,,,
05/02/2026,Kansas City Royals @ Seattle Mariners,Kansas City Royals,NRFI — Kansas City Royals @ Seattle Mariners,NRFI/YRFI,-115.0,est.,61.2,53.5,7.8,,,51.8,23.25,0.94,0.02,LOSS,1-2,False,unknown,,,,,
05/02/2026,Kansas City Royals @ Seattle Mariners,Kansas City Royals,Kansas City Royals Over 1.5,F5 Team Total,-120.0,TheScore,61.2,54.5,6.6,2.01,1.5,50.0,23.4,0.94,0.02,LOSS,1-2,False,unknown,,,,,
05/02/2026,Kansas City Royals @ Seattle Mariners,Seattle Mariners,Home -0.5,F5 Spread,110.0,BetMGM,60.9,47.6,13.3,-0.22,-0.5,54.1,23.1,0.94,0.02,WIN,1-2,False,unknown,,,,,
05/02/2026,Los Angeles Dodgers @ St. Louis Cardinals,Los Angeles Dodgers/St. Louis Cardinals,Under 4.8,F5 Total,-102.0,FanDuel,72.1,50.5,21.6,3.45,4.8,55.0,30.55,0.97,0.004,WIN,0-3,False,unknown,,,,,
05/02/2026,Los Angeles Dodgers @ St. Louis Cardinals,Los Angeles Dodgers,Los Angeles Dodgers Under 2.5,F5 Team Total,-135.0,DraftKings,67.2,57.4,9.7,1.7,2.5,50.0,31.7,0.97,0.004,WIN,0-3,False,unknown,,,,,
05/02/2026,Los Angeles Dodgers @ St. Louis Cardinals,St. Louis Cardinals,Home,F5 ML,105.0,Caesars,61.9,48.8,13.1,,,54.5,29.4,0.97,0.004,WIN,0-3,False,unknown,,,,,
05/02/2026,Milwaukee Brewers @ Washington Nationals,Washington Nationals,Washington Nationals Over 1.5,F5 Team Total,-130.0,DraftKings,66.1,56.5,9.6,2.25,1.5,50.0,,1.0,0.0,LOSS,3-1,False,unknown,,,,,
05/02/2026,Milwaukee Brewers @ Washington Nationals,Milwaukee Brewers,Milwaukee Brewers Over 1.5,F5 Team Total,-140.0,DraftKings,66.1,58.3,7.8,2.25,1.5,50.0,,1.0,0.0,WIN,3-1,False,unknown,,,,,
05/02/2026,Milwaukee Brewers @ Washington Nationals,Milwaukee Brewers/Washington Nationals,Over 3.8,F5 Total,-115.0,Caesars,62.0,53.5,8.5,4.5,3.8,50.0,50.0,1.0,0.0,WIN,3-1,False,unknown,,,,,
05/02/2026,New York Mets @ Los Angeles Angels,Los Angeles Angels,Los Angeles Angels Over 1.5,F5 Team Total,-125.0,DraftKings,69.7,55.6,14.2,2.43,1.5,58.0,60.4,0.98,-0.027,WIN,1-3,False,unknown,,,,,
05/02/2026,New York Mets @ Los Angeles Angels,Los Angeles Angels,Home,F5 ML,112.0,FanDuel,61.0,47.2,13.8,,,58.0,60.4,0.98,-0.027,WIN,1-3,False,unknown,,,,,
05/02/2026,Philadelphia Phillies @ Miami Marlins,Philadelphia Phillies,Philadelphia Phillies Over 1.5,F5 Team Total,-150.0,TheScore,66.1,60.0,6.2,2.25,1.5,50.0,,1.0,0.0,LOSS,0-3,False,unknown,,,,,
05/02/2026,Philadelphia Phillies @ Miami Marlins,Miami Marlins,Home -0.5,F5 Spread,115.0,BetMGM,62.3,46.5,15.8,-0.31,-0.5,50.0,,1.0,0.0,WIN,0-3,False,unknown,,,,,
05/02/2026,San Francisco Giants @ Tampa Bay Rays,San Francisco Giants,San Francisco Giants Over 1.5,F5 Team Total,-140.0,DraftKings,64.7,58.3,6.4,2.18,1.5,56.2,25.0,1.12,0.031,LOSS,0-4,False,unknown,,,,,
05/02/2026,San Francisco Giants @ Tampa Bay Rays,Tampa Bay Rays,Tampa Bay Rays Over 1.5,F5 Team Total,-135.0,DraftKings,62.2,57.4,4.8,2.06,1.5,50.0,30.4,1.12,0.031,WIN,0-4,False,unknown,,,,,
05/02/2026,San Francisco Giants @ Tampa Bay Rays,San Francisco Giants,YRFI — San Francisco Giants @ Tampa Bay Rays,NRFI/YRFI,-105.0,est.,62.2,51.2,11.0,,,51.25,27.7,1.12,0.031,LOSS,0-4,False,unknown,,,,,
05/02/2026,Texas Rangers @ Detroit Tigers,Texas Rangers,Away,F5 ML,102.0,FanDuel,65.5,49.5,16.0,,,65.9,34.6,1.0,0.02,LOSS,1-5,False,unknown,,,,,
05/02/2026,Texas Rangers @ Detroit Tigers,Detroit Tigers,Detroit Tigers Under 2.5,F5 Team Total,-145.0,TheScore,64.3,59.2,5.1,1.84,2.5,61.7,21.9,1.0,0.02,LOSS,1-5,False,unknown,,,,,
05/02/2026,Texas Rangers @ Detroit Tigers,Texas Rangers,Texas Rangers Over 1.5,F5 Team Total,-140.0,DraftKings,63.1,58.3,4.7,2.1,1.5,65.9,34.6,1.0,0.02,LOSS,1-5,False,unknown,,,,,
05/02/2026,Toronto Blue Jays @ Minnesota Twins,Minnesota Twins,Minnesota Twins Over 1.5,F5 Team Total,-120.0,DraftKings,61.4,54.5,6.8,2.02,1.5,64.2,47.1,1.02,0.014,WIN,2-4,False,unknown,,,,,
05/02/2026,Toronto Blue Jays @ Minnesota Twins,Toronto Blue Jays,Toronto Blue Jays Over 1.5,F5 Team Total,-145.0,DraftKings,61.4,59.2,2.2,2.02,1.5,77.4,36.2,1.02,0.014,WIN,2-4,False,unknown,,,,,
05/02/2026,Toronto Blue Jays @ Minnesota Twins,Toronto Blue Jays,NRFI — Toronto Blue Jays @ Minnesota Twins,NRFI/YRFI,-115.0,est.,61.2,53.5,7.7,,,72.55000000000001,41.650000000000006,1.02,0.014,LOSS,2-4,False,unknown,,,,,
05/02/2026,Cleveland Guardians @ Athletics,Under,Under,F5 Total,-118.0,betmgm,77.1,54.1,23.0,4.29,6.0,51.6,50.0,1.0,0.042,LOSS,5-4,False,unknown,,,,,
05/02/2026,Baltimore Orioles @ New York Yankees,Baltimore Orioles,Baltimore Orioles Over 1.5,F5 Team Total,-130.0,DraftKings,66.1,56.5,9.6,2.25,1.5,50.0,,1.0,0.0,LOSS,1-6,False,unknown,,,,,
05/02/2026,Houston Astros @ Boston Red Sox,Houston Astros/Boston Red Sox,Under 4.8,F5 Total,104.0,FanDuel,65.1,49.0,16.0,3.91,4.8,60.5,50.0,1.0,0.0,LOSS,6-1,False,unknown,,,,,
05/02/2026,Arizona Diamondbacks @ Chicago Cubs,Arizona Diamondbacks,Arizona Diamondbacks Over 1.5,F5 Team Total,114.0,DraftKings,63.3,46.7,16.5,2.11,1.5,44.0,,1.02,-0.003,LOSS,0-1,False,unknown,,,,,
05/02/2026,Arizona Diamondbacks @ Chicago Cubs,Arizona Diamondbacks/Chicago Cubs,Over 3.8,F5 Total,100.0,Caesars,63.3,50.0,13.3,4.58,3.8,48.85,50.0,1.02,-0.003,LOSS,0-1,False,unknown,,,,,
05/02/2026,Houston Astros @ Boston Red Sox,Houston Astros,Houston Astros Under 2.5,F5 Team Total,-140.0,TheScore,62.9,58.3,4.5,1.91,2.5,50.0,,1.0,0.0,LOSS,6-1,False,unknown,,,,,
05/02/2026,Chicago White Sox @ San Diego Padres,San Diego Padres,Home,F5 ML,-182.0,FanDuel,62.8,64.5,-1.7,,,50.0,41.1,0.95,0.059,PUSH,0-0,False,unknown,,,,,
05/02/2026,New York Mets @ Los Angeles Angels,New York Mets/Los Angeles Angels,Over 3.8,F5 Total,100.0,BetMGM,62.0,50.0,12.0,4.5,3.8,50.0,50.0,1.0,0.0,WIN,1-3,False,unknown,,,,,
05/02/2026,Toronto Blue Jays @ Minnesota Twins,Toronto Blue Jays/Minnesota Twins,Under 4.2,F5 Total,100.0,Caesars,61.8,50.0,11.8,3.51,4.2,47.4,42.849999999999994,0.98,-0.009,LOSS,2-4,False,unknown,,,,,
05/02/2026,Toronto Blue Jays @ Minnesota Twins,Toronto Blue Jays,Away -0.5,F5 Spread,105.0,BetMGM,61.8,48.8,13.0,0.28,-0.5,53.6,47.9,0.98,-0.009,LOSS,2-4,False,unknown,,,,,
05/02/2026,Chicago White Sox @ San Diego Padres,Chicago White Sox,Chicago White Sox Over 1.5,F5 Team Total,-110.0,DraftKings,61.4,52.4,9.0,2.02,1.5,50.0,50.8,0.95,0.059,LOSS,0-0,False,unknown,,,,,
05/02/2026,Houston Astros @ Boston Red Sox,Boston Red Sox,Boston Red Sox Under 2.5,F5 Team Total,-125.0,TheScore,60.9,55.6,5.4,2.0,2.5,50.0,,1.0,0.0,WIN,6-1,False,unknown,,,,,
05/02/2026,Toronto Blue Jays @ Minnesota Twins,Toronto Blue Jays,Away,F5 ML,-135.0,BetMGM,60.2,57.4,2.7,,,53.6,47.9,0.98,-0.009,LOSS,2-4,False,unknown,,,,,
05/03/2026,Arizona Diamondbacks @ Chicago Cubs,Under,Under,F5 Total,-120.0,fanduel,85.6,54.5,31.0,4.06,6.5,62.9,50.0,1.06,0.02,LOSS,2-6,False,unknown,,,,,
05/04/2026,New York Mets @ Colorado Rockies,Over,Over,F5 Total,-109.0,williamhill_us,96.0,52.2,43.8,5.52,1.5,47.8,32.8,1.28,0.011,LOSS,0-0,False,unknown,,,,,
05/04/2026,Boston Red Sox @ Detroit Tigers,Over,Over,F5 Total,-137.0,williamhill_us,81.8,57.8,24.0,4.59,2.5,50.6,50.0,0.94,-0.026,LOSS,0-0,False,unknown,,,,,
05/04/2026,Cincinnati Reds @ Chicago Cubs,Under,Under,F5 Total,-118.0,betmgm,83.3,54.1,29.1,4.28,6.5,47.8,50.0,1.06,0.0,WIN,3-3,False,unknown,,,,,
05/06/2026,Athletics @ Philadelphia Phillies,Over,Over,F5 Total,-125.0,fanduel,75.8,55.6,20.2,5.11,3.5,54.3,50.0,0.99,0.0,LOSS,2-1,False,unknown,,,,,
05/06/2026,Baltimore Orioles @ Miami Marlins,Under,Under,F5 Total,-104.0,fanduel,96.2,51.0,45.2,4.41,8.5,52.3,50.0,0.97,0.0,WIN,5-3,False,unknown,,,,,
05/07/2026,New York Mets @ Colorado Rockies,New York Mets/Colorado Rockies,Under 6.0,F5 Total,-118.0,BetMGM,75.4,54.1,21.3,4.42,6.0,53.8,38.85,1.28,0.018,WIN,2-1,False,unknown,,,,,
05/07/2026,Cleveland Guardians @ Kansas City Royals,Cleveland Guardians/Kansas City Royals,Under 5.5,F5 Total,-114.0,FanDuel,71.9,53.3,18.6,4.17,5.5,47.1,51.65,1.04,0.07,WIN,4-1,False,unknown,,,,,
05/07/2026,Athletics @ Philadelphia Phillies,Under,Under,F5 Total,-105.0,betmgm,93.0,51.2,41.8,4.11,7.5,52.9,45.7,0.99,-0.003,LOSS,10-1,False,unknown,,,,,
05/09/2026,Seattle Mariners @ Chicago White Sox,Under,Under,F5 Total,-138.0,fanduel,78.7,58.0,20.7,3.67,5.5,60.3,50.0,1.02,0.0,LOSS,1-5,False,unknown,,,,,
05/09/2026,Athletics @ Baltimore Orioles,Athletics/Baltimore Orioles,Under 5.5,F5 Total,-125.0,FanDuel,71.3,55.6,15.7,4.21,5.5,51.5,48.0,1.0,0.077,WIN,5-0,False,unknown,,,,,
05/10/2026,Colorado Rockies @ Philadelphia Phillies,Under,Under,F5 Total,104.0,williamhill_us,92.6,49.0,43.5,4.18,7.5,58.7,43.5,0.99,0.069,WIN,0-5,False,unknown,,,,,
05/10/2026,Houston Astros @ Cincinnati Reds,Over,Over,F5 Total,-130.0,betmgm,88.1,56.5,31.6,5.21,2.5,43.0,58.2,1.12,0.059,WIN,0-4,False,unknown,,,,,
05/10/2026,Atlanta Braves @ Los Angeles Dodgers,Atlanta Braves/Los Angeles Dodgers,Under 5.5,F5 Total,-130.0,Caesars,73.9,56.5,17.3,4.03,5.5,54.5,53.1,0.98,0.04,WIN,4-0,False,unknown,,,,,
05/13/2026,Arizona Diamondbacks @ Texas Rangers,Over,Over,F5 Total,133.0,williamhill_us,90.2,42.9,47.2,4.47,1.5,55.0,41.0,1.08,0.071,WIN,0-3,False,unknown,,,,,
05/13/2026,Washington Nationals @ Cincinnati Reds,Over,Over,F5 Total,-146.0,fanduel,74.3,59.3,14.9,5.0,3.5,42.9,37.0,1.12,-0.012,WIN,6-6,False,unknown,,,,,
05/13/2026,St. Louis Cardinals @ Athletics,Over,Over,F5 Total,102.0,fanduel,82.6,49.5,33.1,4.66,2.5,38.9,50.9,1.0,0.011,WIN,1-4,False,unknown,,,,,
05/13/2026,Colorado Rockies @ Pittsburgh Pirates,Over,Over,F5 Total,-154.0,fanduel,53.8,60.6,-6.8,3.72,3.5,47.7,43.7,0.96,0.018,WIN,6-3,False,unknown,,,,,
05/13/2026,Colorado Rockies @ Pittsburgh Pirates,Under,Under,F5 Total,100.0,betmgm,54.8,50.0,4.8,3.72,4.0,47.7,43.7,0.96,0.018,LOSS,6-3,False,unknown,,,,,
05/13/2026,Philadelphia Phillies @ Boston Red Sox,Over,Over,F5 Total,-138.0,fanduel,58.6,58.0,0.6,4.0,3.5,42.1,39.5,1.07,0.026,LOSS,1-1,False,unknown,,,,,
